"Time","Subsystem #1|Substep|box|CTLs|Vars|Pload1","Subsystem #1|Substep|box|CTLs|Vars|Ppv1"
0.02785,403.2352107,408.0189964
0.0279,408.3331987,407.8759878
0.02795,401.5322816,407.9481673
0.028,406.2744706,407.9057955
0.02805,400.4738337,408.0536732
0.0281,405.7573755,408.0068912
0.02815,399.9718328,408.1538541
0.0282,405.2666625,408.1089093
0.02825,401.1216245,408.2511815
0.0283,406.1497122,408.1441597
0.02835,400.3531587,408.2470774
0.0284,405.5831469,408.1694709
0.02845,401.4251438,408.2868528
0.0285,406.472679,408.1601584
0.02855,400.6667467,408.2472895
0.0286,405.9603237,408.156372
0.02865,400.1691884,408.2701879
0.0287,405.4989736,408.1996978
0.02875,399.7213708,408.3294165
0.0288,405.0594289,408.2718709
0.02885,399.2948264,408.4120874
0.0289,404.6398793,408.3635707
0.02895,398.8877752,408.5113235
0.029,404.2803122,408.4695561
0.02905,398.5391386,408.6230201
0.0291,403.9684964,408.5865079
0.02915,398.2370005,408.7444209
0.0292,403.7102773,408.7120636
0.02925,399.6279291,408.8659063
0.0293,404.8540847,408.7714182
0.02935,402.150001,408.8654148
0.0294,407.2191675,408.6688732
0.02945,403.0076078,408.6955082
0.0295,407.9523755,408.4975784
0.02955,403.7112252,408.5197375
0.0296,408.5501865,408.3138953
0.02965,402.6864463,408.3346882
0.0297,407.6986995,408.1850557
0.02975,401.8585546,408.2475678
0.0298,406.8946703,408.1296776
0.02985,401.0770125,408.2170811
0.0299,406.1356794,408.1195341
0.02995,401.9505972,408.2161323
0.03,406.7838327,408.0665191
0.03005,400.9682863,408.1313654
0.0301,406.0570718,408.0175114
0.03015,400.262016,408.1097389
0.0302,405.4526069,408.0176218
0.03025,398.7268083,408.1299881
0.0303,403.6084177,408.1204187
0.03035,397.8843695,408.2951129
0.0304,403.3830096,408.2712757
0.03045,399.2995218,408.4298152
0.0305,404.5450609,408.335911
0.03055,400.4207219,408.4417523
0.0306,405.5462251,408.3069922
0.03065,401.385252,408.3806255
0.0307,406.3961128,408.2190094
0.03075,402.2026555,408.2702864
0.0308,407.1047049,408.0885969
0.03085,401.281302,408.1299662
0.0309,406.3537121,407.9985033
0.03095,400.5513621,408.0772031
0.031,405.6441851,407.9741918
0.03105,399.8619197,408.0751812
0.0311,405.0054396,407.9903774
0.03115,399.2414636,408.1063884
0.0312,404.4835665,408.0346265
0.03125,398.7348395,408.1618068
0.0313,404.0711218,408.1001652
0.03135,399.9582673,408.2285726
0.0314,405.1086573,408.1088895
0.03145,399.3428947,408.2008561
0.0315,404.6796098,408.1128568
0.03155,400.5462247,408.2210331
0.0316,405.6674055,408.0851431
0.03165,401.4980206,408.1563497
0.0317,406.5308569,407.9905387
0.03175,400.7245707,408.0449689
0.0318,405.923245,407.9246568
0.03185,400.1342692,408.0130128
0.0319,405.3485655,407.9186817
0.03195,398.6279341,408.0300015
0.032,402.0791005,408.0861537
0.03205,396.4014478,408.3137714
0.0321,401.88212,408.3323642
0.03215,396.2114309,408.5326139
0.0322,401.690371,408.5333332
0.03225,396.0263947,408.7212037
0.0323,401.5319431,408.7138651
0.03235,395.8737409,408.8960107
0.0324,401.4549592,408.8849658
0.03245,398.8915805,409.0443726
0.0325,404.1429929,408.9025074
0.03255,400.0444474,408.9744753
0.0326,405.1658291,408.8173209
0.03265,402.4409918,408.8626465
0.0327,407.4461458,408.6258622
0.03275,403.2234859,408.6193393
0.0328,408.159377,408.3916802
0.03285,402.3115734,408.3955549
0.0329,407.4418261,408.231987
0.03295,401.6140601,408.2830103
0.033,406.7641948,408.1548666
0.03305,400.9555647,408.2333898
0.0331,406.1246744,408.1274554
0.03315,400.334259,408.2242357
0.0332,405.5644855,408.1340495
0.03325,399.7902429,408.2443499
0.0333,405.1169411,408.1663866
0.03335,400.9748299,408.279808
0.0334,406.1079402,408.1453234
0.03345,401.9297889,408.2159604
0.0335,406.9715229,408.0477809
0.03355,402.7607177,408.0914441
0.0336,407.7401649,407.9002637
0.03365,400.9648148,407.9346828
